Account_Number,Annual_Income_1000s,Household_Size,Years_of_Post-High_School_Education,TV_Hours,Age,Gender,Exceded_Credit_Limit_in_Past_12_Months,Annual_Charges,Data_split
24923625,95,6,3,50,58,Female,No,5101.82,Validate
5646068,56.3,1,5,32,45,Female,No,6999.52,Validate
5161483,17.4,4,2,35,53,Male,No,7712.51,Validate
26546273,71.2,8,0,34,33,Male,No,17425.38,Validate
11295611,19.2,4,4,22,34,Male,No,1586.33,Validate
18700066,104.5,3,0,5,49,Male,No,18747.58,Validate
10767678,78.8,3,2,53,48,Female,No,9319.03,Validate
5886031,61.3,7,4,22,44,Male,Yes,2050.28,Validate
21200449,22.9,6,4,60,41,Male,No,10984.84,Validate
5117012,97.1,4,2,44,32,Female,No,7848.33,Validate
8229092,43.7,3,2,16,48,Male,Yes,539.84,Validate
25662687,97.6,6,3,10,41,Female,Yes,15349.45,Validate
28004183,77.8,4,4,54,60,Male,No,19889.57,Validate
4364502,62.5,3,1,19,65,Male,No,7842.12,Validate
20844227,50.4,3,5,24,46,Female,No,6469.01,Validate
29515733,42,3,1,57,42,Male,No,9367.49,Validate
19411330,112.9,4,1,47,44,Male,No,19292.09,Validate
18810704,35.9,7,2,57,24,Male,No,10522.77,Validate
11633970,50.8,1,5,37,33,Female,No,1278.24,Validate
8622453,109.3,5,0,8,61,Male,No,19268.53,Validate
26735209,83.6,4,4,3,42,Female,No,1146.17,Validate
20168687,119.7,6,3,51,48,Female,No,16001.34,Validate
19267823,23.4,4,4,12,51,Male,No,3019.36,Validate
12351274,83.7,6,2,47,40,Male,No,24304.45,Validate
5023339,73.8,3,2,46,36,Male,No,9207.03,Validate
14674854,52.1,3,3,17,53,Female,No,7575.49,Validate
21758515,30.9,8,2,33,54,Male,No,10963.02,Validate
19441152,86.1,2,2,28,38,Male,No,3454.2,Validate
28355742,123.6,5,3,3,22,Male,No,28505.24,Validate
3712703,98.9,3,4,21,33,Male,No,19546.39,Validate
17719872,60,5,3,19,28,Male,No,7435.13,Validate
24560843,114.8,7,5,46,67,Female,No,22807.69,Validate
27171675,95,1,1,30,42,Male,No,6302.88,Validate
9300479,78.7,4,3,18,38,Female,No,10954.2,Validate
15734216,47.5,5,2,49,46,Male,No,11067.83,Validate
11889312,74.6,5,4,61,35,Male,No,10997.94,Validate
12512771,70.3,5,4,57,31,Female,No,17885.28,Validate
21721000,112.8,1,2,56,55,Female,No,26006.29,Validate
28924469,73.8,7,4,5,66,Male,No,12782.65,Validate
26369697,93.4,8,3,12,29,Female,Yes,16590.7,Validate
2977699,48.4,5,0,58,37,Male,No,19601.1,Validate
2769429,83.9,7,1,3,21,Male,No,20965.65,Validate
5686997,40.7,7,1,2,41,Male,Yes,15213.28,Validate
18828133,76.8,5,3,46,51,Male,No,18385.66,Validate
15353720,100.4,1,0,52,46,Female,No,20830.4,Validate
27949991,27,2,3,47,34,Male,No,8655.87,Validate
22430086,94.6,6,2,29,52,Male,No,13961.23,Validate
23699382,85.5,7,4,6,52,Female,No,10844.13,Validate
11894390,127,7,4,43,45,Male,No,12331.03,Validate
9033304,51.9,5,3,4,41,Male,No,11518.53,Validate
9925179,53.8,8,3,3,61,Male,No,4794.91,Validate
28442549,30.7,7,3,16,41,Female,No,12759.53,Validate
28729593,44.2,2,4,30,47,Female,No,10189.73,Validate
23858077,52.3,6,1,26,60,Male,Yes,11323.98,Validate
23088337,62.4,6,4,33,37,Female,No,3613.1,Validate
16320553,18.1,5,1,35,42,Male,No,13384.98,Validate
23474592,69.5,2,4,25,62,Male,No,4712.92,Validate
17988623,63.2,1,1,39,45,Male,No,15652.79,Validate
20522038,35.6,6,2,58,24,Male,No,12692.6,Validate
18728119,93.3,3,3,47,57,Male,No,14195.69,Validate
13765416,99.9,7,0,2,44,Male,No,14357.68,Validate
1221689,114.8,1,3,45,22,Male,No,7260.73,Validate
17842020,78,1,1,42,58,Male,No,8930.53,Validate
22153771,25.6,3,4,32,46,Female,No,9215.75,Validate
17074981,76,7,4,32,60,Female,No,22133.52,Validate
27328393,44.9,1,1,8,33,Female,No,10163.74,Validate
8692970,39.3,2,2,56,38,Male,No,2537.94,Validate
5209604,98.5,8,2,60,22,Male,No,18156.95,Validate
1641863,78,8,4,1,38,Female,No,15744.96,Validate
12965952,49.7,5,5,36,43,Female,No,7137.32,Validate
8989781,33.5,4,0,56,33,Male,No,5416.92,Validate
6095360,56.6,6,3,26,38,Male,No,14110.53,Validate
6255804,85,8,2,62,61,Female,No,6284.32,Validate
15780820,25.2,4,2,34,52,Female,No,7802.07,Validate
8782767,107,7,3,1,34,Male,No,24102.66,Validate
29272878,41.5,2,4,10,41,Male,No,16031.51,Validate
25612049,37.7,5,3,52,59,Female,Yes,7378.23,Validate
1222082,117.2,5,3,19,44,Male,No,12379.84,Validate
2023718,13.9,6,2,44,50,Male,No,1944.76,Validate
10036020,53.8,8,1,12,36,Male,No,12053.88,Validate
4152032,50.8,7,2,25,45,Female,No,10155.92,Validate
15390338,28.4,3,3,27,57,Female,No,10771.54,Validate
17520291,36,8,2,30,52,Male,No,10231.86,Validate
10614630,52.7,3,5,60,52,Male,Yes,2586.51,Validate
19172450,74.7,1,0,10,48,Female,No,14728.24,Validate
21625511,69.9,5,4,37,22,Male,No,6918.65,Validate
4830614,43.6,6,1,53,44,Male,No,19994.01,Validate
6717728,91,4,1,37,54,Female,No,16829.76,Validate
28547470,120.6,7,2,28,54,Female,No,10213.79,Validate
15798319,81.6,5,2,56,29,Male,No,11855.88,Validate
22333120,16.9,4,0,25,59,Male,No,10539.8,Validate
28211441,75.3,5,5,28,58,Male,No,15543.29,Validate
14314194,83.6,2,2,36,48,Male,No,20723.88,Validate
20213871,103.1,8,3,18,44,Female,No,17264.68,Validate
2584175,44,3,5,12,59,Female,No,13438.44,Validate
12983158,45.7,5,3,56,36,Male,No,8857.36,Validate
5692605,72.3,6,4,40,45,Female,No,9320.82,Validate
1731424,53.3,4,2,42,56,Female,No,15858.18,Validate
17914198,89.2,6,5,46,65,Female,No,22876.77,Validate
3049592,27.7,6,2,34,51,Male,No,8262.24,Validate
17558008,80.4,3,2,23,37,Female,No,13345.29,Validate
11199514,47.9,3,1,50,39,Male,No,1658.93,Validate
27090512,74.8,7,1,37,46,Female,No,16068.85,Validate
19687125,86.7,6,3,3,35,Female,No,12458.44,Validate
17802060,62.8,6,1,23,54,Female,No,18271.83,Validate
11311941,39.7,6,4,36,55,Female,No,10306.45,Validate
20419752,50.7,6,1,12,23,Female,Yes,9371.6,Validate
8321741,53.6,6,1,16,44,Female,No,18034.05,Validate
7209162,33.7,3,3,21,28,Female,No,9829.39,Validate
4720389,51.2,1,0,17,40,Female,No,2169.43,Validate
14857375,35.1,2,1,60,36,Male,No,14351.15,Validate
5168291,61.6,5,1,47,40,Female,No,4868.37,Validate
82288,91,1,2,57,22,Female,No,13343.72,Validate
3116772,76.3,5,3,43,50,Female,Yes,16776.86,Validate
21648071,67,5,2,7,42,Female,No,14387.55,Validate
5863748,84.8,7,5,27,51,Female,No,15729.53,Validate
21166821,103.3,6,4,45,30,Male,No,14029.62,Validate
7963402,20.4,1,3,57,52,Female,No,10588.85,Validate
13131870,118.5,6,1,46,30,Male,No,24302.01,Validate
6977976,30.9,4,5,17,57,Female,No,0,Validate
27717230,20.7,5,1,12,33,Male,No,4997.11,Validate
17130875,95.2,1,3,49,49,Female,No,13030.36,Validate
19102648,67.3,3,3,25,52,Male,No,14572.41,Validate
5236659,81.7,1,3,35,30,Female,No,4737.79,Validate
11911341,60.9,4,3,51,52,Male,No,7061.7,Validate
12391969,85.5,8,3,24,33,Female,No,18050.98,Validate
4907828,98,4,4,48,44,Male,No,11224.48,Validate
3288858,99.2,7,1,57,46,Male,No,26723.4,Validate
25327306,62.5,3,3,22,45,Male,No,8983.37,Validate
3370572,112.7,3,1,23,52,Male,No,24336.52,Validate
6865,94.9,4,5,34,55,Male,No,16885.47,Validate
5376169,48.2,7,1,3,40,Female,No,9850.11,Validate
11872804,16.8,4,4,28,38,Female,No,11482.95,Validate
5620927,31.6,5,5,49,50,Female,No,8940.01,Validate
4840624,69.2,3,1,55,34,Female,No,19038.41,Validate
3481041,85.7,6,0,53,28,Male,No,16110.85,Validate
21004514,59.6,5,5,55,37,Female,No,4767.58,Validate
24899890,100.4,5,3,46,58,Male,No,20680.89,Validate
15078455,103.6,5,1,56,40,Male,No,14653.07,Validate
1672130,29.5,2,0,33,47,Male,Yes,5402.48,Validate
389081,77.4,7,2,45,50,Female,Yes,13299.55,Validate
13753369,60.7,5,0,8,21,Female,No,12020.38,Validate
12345547,75.3,2,0,30,32,Male,No,10754.06,Validate
25189482,48.5,8,3,59,31,Male,No,5505.82,Validate
14479852,87.1,4,5,17,39,Female,No,17249.45,Validate
796395,78.4,8,4,55,35,Male,No,20891.25,Validate
29567980,50.4,5,3,34,26,Male,No,9168.44,Validate
28043375,68.2,5,0,3,43,Male,No,9797.54,Validate
8296334,90.1,1,1,28,44,Female,No,4305.77,Validate
18962703,116.6,4,2,32,45,Female,No,17461.86,Validate
12098379,40.6,2,2,17,30,Female,No,12849.71,Validate
19148170,51.5,3,1,46,41,Male,No,10941.85,Validate
12517774,78.4,2,0,52,36,Female,No,12262.17,Validate
6197150,109.3,3,0,59,42,Male,No,18792.72,Validate
3337662,93.4,2,1,40,37,Female,No,10191.31,Validate
26735402,23.8,6,5,5,50,Female,No,8016.98,Validate
15786049,73.2,5,5,15,56,Female,No,20544.19,Validate
1470247,44.8,7,4,2,42,Female,No,1346.67,Validate
28695947,74.9,3,4,10,55,Male,No,9851.67,Validate
6000072,35.9,6,1,32,35,Male,No,5268.95,Validate
10711246,119.1,7,1,54,59,Female,No,12989.11,Validate
2658467,47.5,2,1,16,55,Male,No,6574.04,Validate
15926592,122.1,1,4,54,45,Female,No,7969.31,Validate
5199447,106.8,5,5,44,30,Male,No,13941.38,Validate
7729169,71.9,5,3,52,38,Male,No,9364.06,Validate
2629220,77.1,3,1,14,45,Female,Yes,15480.58,Validate
17397924,40.9,3,2,49,51,Male,No,10853.77,Validate
4197604,79.4,7,4,42,43,Male,No,22801.99,Validate
10027273,114.3,4,1,31,38,Male,No,12928.09,Validate
28424663,62,7,4,17,63,Male,No,18990.7,Validate
3616496,19.9,2,4,15,46,Female,No,0,Validate
18828895,58,8,2,13,35,Female,No,16107.27,Validate
10239427,49.6,6,2,39,41,Female,No,7448.89,Validate
6411605,67.5,4,4,18,39,Male,No,6030.04,Validate
10745895,103.1,5,1,18,46,Male,No,13826.21,Validate
8742114,54.3,3,5,29,27,Male,No,9442.13,Validate
19376082,31.8,3,4,46,34,Male,No,2121.54,Validate
18778498,115.2,3,0,37,55,Male,No,24053.15,Validate
4490629,53.4,5,4,40,43,Male,No,4970.74,Validate
12900928,39.2,1,2,42,41,Female,No,1074.59,Validate
7183270,40.8,7,2,26,37,Female,No,6008.87,Validate
29826368,38.6,5,5,13,36,Male,No,13762.12,Validate
369167,5.6,4,1,37,47,Female,No,10708.18,Validate
570955,70.4,3,3,44,29,Male,No,4538.56,Validate
6388050,74,2,3,38,49,Female,Yes,6893.99,Validate
16179760,113,2,0,56,51,Male,No,11291.66,Validate
19042438,115.8,8,0,36,56,Male,No,15610.02,Validate
7555429,70.6,7,3,19,22,Female,No,11054.46,Validate
25699426,50.8,6,3,58,41,Female,No,2009.51,Validate
25817171,38.4,2,2,35,50,Female,No,10438.88,Validate
5614986,121,2,3,6,57,Male,No,16690.18,Validate
4188159,60,8,1,35,52,Female,No,20911.62,Validate
2213959,119.1,7,4,25,32,Male,No,13511.65,Validate
16151841,37.3,5,2,33,47,Male,No,5007.31,Validate
15296639,54.7,2,3,44,55,Female,No,4046.74,Validate
24135178,58.8,2,4,15,37,Female,Yes,2128.01,Validate
2546428,87,7,5,13,36,Male,No,16203.8,Validate
5070293,130.4,7,0,29,32,Female,No,32203.56,Validate
63881,53.5,1,2,50,35,Female,Yes,3341.49,Validate
9284657,24.1,7,2,34,38,Male,No,9227.29,Validate
7252240,94.7,4,0,58,49,Male,No,13409.27,Validate
11230397,89,1,3,15,46,Female,No,10204.41,Validate
27532072,78.1,4,2,20,47,Male,No,11052.9,Validate
19027738,89,2,0,41,28,Male,No,17808.06,Validate
23208166,70.7,8,2,16,64,Male,No,8043.86,Validate
13814463,94.8,4,2,50,60,Male,Yes,7378.89,Validate
11385549,104.6,5,5,43,37,Male,Yes,18161.86,Validate
3735592,73.2,7,4,41,46,Female,No,16794.79,Validate
22862716,93.1,1,5,40,60,Male,No,9213.61,Validate
28576289,45.2,5,2,33,58,Male,No,392.53,Validate
25868108,33.5,3,3,8,32,Female,No,2686.51,Validate
27663829,100.9,3,5,47,31,Male,No,18621.86,Validate
9449179,34.2,3,3,31,41,Female,No,3134.32,Validate
17214078,71.4,5,5,18,32,Male,No,13612.69,Validate
18120278,55,4,5,24,45,Male,No,13013.89,Validate
8829618,97.2,5,1,14,42,Male,No,20115.99,Validate
27337799,20.5,5,4,24,46,Female,No,1520.01,Validate
16163726,73.5,3,2,5,45,Male,No,13657.72,Validate
27005601,47.2,5,1,61,54,Male,No,5607.25,Validate
19703504,44.7,6,3,50,41,Female,No,8380.55,Validate
15460081,25.5,5,4,9,46,Female,No,0,Validate
10245125,53.7,3,2,45,46,Male,No,622.11,Validate
138469,82.7,7,3,52,54,Female,No,8350.92,Validate
14292306,22.5,6,1,20,47,Female,No,1416.83,Validate
15956,76.7,8,5,57,42,Male,No,15289.89,Validate
13292464,47.2,6,5,42,42,Male,No,9741.09,Validate
21854780,125,6,1,32,43,Female,No,19993.1,Validate
29704137,93,3,5,5,32,Male,No,5609.64,Validate
21384304,112,3,0,44,43,Male,No,16154.1,Validate
368501,27.1,2,1,28,47,Female,No,4369.59,Validate
19740504,45.6,7,2,31,55,Male,No,5446.59,Validate
8929979,38.2,5,2,53,41,Male,No,2915.64,Validate
12448913,54.3,8,2,56,60,Female,No,11784.35,Validate
24918812,71.4,4,1,49,34,Female,No,14158.02,Validate
26332057,95.3,3,4,30,52,Female,No,7694.08,Validate
5450688,9.8,6,4,32,49,Male,No,8078.1,Validate
7074900,74.4,8,2,24,62,Male,No,20403.41,Validate
16040232,119.2,1,1,34,36,Male,No,26507.31,Validate
15372246,40.1,3,2,26,45,Male,No,1141.55,Validate
13431540,44.6,4,3,22,51,Male,No,7331.66,Validate
27820987,37.9,2,2,35,24,Male,No,0,Validate
4300906,36.5,6,5,55,40,Male,No,14511.39,Validate
27684726,106.3,2,5,16,54,Female,No,9191.34,Validate
23260571,97.7,7,0,45,47,Male,No,10491.08,Validate
22645064,65.4,6,0,23,48,Male,No,20153.07,Validate
13372878,21.9,7,2,52,24,Male,No,12800.65,Validate
27604721,66,2,4,50,24,Male,No,13809.72,Validate
12574441,36.1,2,1,62,48,Female,No,3717.65,Validate
13384933,43,4,2,51,39,Female,No,11091.47,Validate
7247894,90.6,6,1,5,30,Male,No,15850.12,Validate
12845555,94.9,7,3,29,63,Female,No,12974.95,Validate
28841190,108.8,3,1,53,45,Male,No,18018.28,Validate
12356176,56.2,5,0,32,26,Male,No,12226.37,Validate
28422627,54.5,2,5,51,65,Male,No,8879.95,Validate
23758393,63.7,5,1,5,61,Male,No,14692.32,Validate
28425306,123,3,4,50,53,Female,No,12046.16,Validate
264514,63.7,8,4,51,41,Male,No,8191.33,Validate
2351215,107.3,7,0,41,38,Female,No,19619.79,Validate
10285699,81.4,8,4,59,52,Male,No,16219.46,Validate
17194396,98,3,3,4,49,Male,No,21786.65,Validate
7760695,106.7,8,0,21,56,Male,No,13739.01,Validate
10307952,81.2,4,2,32,46,Female,No,15633.61,Validate
309460,30.2,6,1,32,53,Male,Yes,8188.8,Validate
23812833,83.5,3,3,37,46,Female,No,7294.79,Validate
10241143,47.2,4,2,14,40,Male,No,5781.32,Validate
22922511,37.1,8,2,2,59,Male,No,8939.79,Validate
19594654,100.7,5,0,50,57,Male,No,7761.23,Validate
54761,44.4,2,2,44,41,Female,No,7121.36,Validate
29081332,122,6,3,4,41,Male,No,16799.83,Validate
5040852,77.1,3,4,29,52,Male,No,13588.2,Validate
11963637,123.5,4,1,39,20,Male,No,14488.76,Validate
16296169,84.3,7,4,6,51,Male,No,2244.54,Validate
17649518,96.8,2,1,52,50,Male,No,16768.84,Validate
6699690,32.8,4,2,39,41,Female,No,3732.15,Validate
14181474,35.1,5,3,29,48,Female,No,10476.93,Validate
4364238,21.8,1,0,49,38,Female,No,4560.64,Validate
15727020,41.6,6,3,19,57,Male,No,7135.7,Validate
13333474,98.6,1,1,58,44,Female,No,14801.63,Validate
21181268,103.1,7,4,36,35,Female,No,20191.36,Validate
22191016,53,6,4,20,50,Male,No,5173.6,Validate
27843214,51.6,4,1,57,57,Female,No,4626.56,Validate
19895458,16.6,5,5,58,38,Male,No,947.93,Validate
23614415,51.1,1,4,44,43,Female,No,2208.42,Validate
12423565,69.8,4,2,30,36,Female,No,16907.51,Validate
9056808,87.6,3,0,2,52,Female,No,14571.91,Validate
28585020,104.5,8,1,4,62,Male,No,27844.27,Validate
20878232,37.5,5,3,39,25,Male,No,5377.68,Validate
10247762,26.1,6,4,7,31,Male,No,12206.19,Validate
11652979,77.2,6,3,56,58,Male,Yes,8671.72,Validate
17914766,40.1,4,3,30,44,Female,No,4875.82,Validate
28171267,22.5,1,1,50,41,Male,Yes,9679.65,Validate
7558095,65.3,7,0,20,22,Male,No,15265.05,Validate
11255886,26.4,5,4,28,47,Female,No,1444.45,Validate
22170320,58.1,4,3,24,43,Male,No,12260.63,Validate
1097199,58.8,3,2,40,39,Male,No,17160.44,Validate
2768976,77.1,5,0,21,38,Female,No,16118.61,Validate
5518484,91.7,5,2,3,57,Male,No,9541.18,Validate
24630931,83,7,1,31,60,Female,No,23883.41,Validate
4061145,113.2,5,3,30,33,Female,No,12422.17,Validate
28432354,96.1,1,3,56,40,Female,No,15668.38,Validate
26320432,40.7,5,5,51,40,Female,No,11771.56,Validate
26984856,46.8,7,2,44,41,Male,No,14702.9,Validate
8301188,71.7,4,3,28,56,Female,No,14060.38,Validate
11095172,26.7,7,5,53,28,Male,No,13371.43,Validate
2774995,30.2,5,5,32,45,Male,No,6697.29,Validate
27305876,70.9,3,1,52,42,Male,No,20982.29,Validate
27212031,92.6,1,2,23,49,Female,No,16296.11,Validate
22803275,68.1,2,3,41,63,Male,Yes,10685.2,Validate
5676926,76.1,7,1,20,41,Male,No,20022.62,Validate
19195420,38.6,6,4,25,41,Male,No,2076.99,Validate
20551993,34.6,6,4,19,40,Male,No,7277.87,Validate
24232071,55.3,6,3,33,31,Female,No,15970.48,Validate
9825214,72.5,4,0,56,57,Male,No,13344.79,Validate
29367597,59.5,2,1,56,48,Male,No,13189.06,Validate
8043340,64.7,7,1,22,47,Female,No,10437.1,Validate
21590007,54.9,1,4,24,36,Male,No,15924.2,Validate
6880263,42.3,2,4,54,53,Female,No,11625.04,Validate
8929184,88.1,2,0,6,62,Female,No,16973.59,Validate
8509580,73.3,4,4,24,49,Female,No,4954.27,Validate
25724751,105.2,4,4,33,63,Male,No,18264.42,Validate
10925796,55.2,6,4,33,44,Male,No,12730.74,Validate
24618047,108.8,7,4,20,59,Female,No,17187.94,Validate
19700764,91.5,3,0,42,47,Male,No,13224.88,Validate
12137409,48.9,4,1,44,24,Male,No,13929.32,Validate
24405792,5.4,6,1,23,37,Male,No,12401.92,Validate
29452471,89.9,4,1,15,56,Male,No,22443.18,Validate
21126840,59.5,5,3,50,31,Male,No,10420.18,Validate
25824309,21.6,5,4,52,56,Male,No,5146.16,Validate
323266,111.8,2,3,57,45,Male,Yes,22585.09,Validate
16205457,33.6,2,1,22,45,Male,No,3978.08,Validate
9329520,101.4,5,2,14,25,Female,No,19677.01,Validate
6897,44.2,8,0,3,44,Male,No,6329.64,Validate
13089254,67.4,2,2,56,62,Female,No,2473.5,Validate
2263536,20.4,2,3,19,47,Male,No,10192.74,Validate
26946947,50.1,3,3,51,27,Male,No,0,Validate
4570941,89.1,2,1,38,28,Male,No,16983.84,Validate
27197887,44.1,2,3,32,36,Male,No,0,Validate
19543519,36.8,3,4,14,35,Female,Yes,15019.51,Validate
21974192,47.8,3,2,19,37,Female,No,5952.95,Test
24316471,77.1,4,2,32,40,Male,No,7612.88,Test
7630175,45.5,2,4,12,51,Female,No,3467.79,Test
757072,25.1,6,1,17,46,Male,No,1618.6,Test
394000,60.7,2,0,35,38,Male,No,17666.45,Test
27616389,68.8,5,4,25,52,Male,No,21657.35,Test
19835867,79.9,8,2,7,38,Male,No,18564.6,Test
7590539,102.8,2,4,25,23,Female,No,14853.87,Test
3104163,45.3,2,0,47,33,Male,No,457.32,Test
29171747,93.9,6,3,4,45,Male,No,20478.83,Test
25729001,76.6,2,3,50,39,Male,No,12622.8,Test
18076551,92.3,4,5,42,34,Male,No,19074.99,Test
2298568,63.4,2,3,33,47,Male,No,6592.15,Test
9551798,51.9,2,2,55,55,Male,No,11123.58,Test
28157337,49.3,5,3,56,53,Male,No,11802.79,Test
29664419,51.6,2,5,58,43,Male,No,13717.84,Test
549383,83.3,1,1,48,61,Male,No,19894.31,Test
1477146,80.4,8,2,31,42,Male,No,18043.07,Test
11549088,105.8,7,4,12,67,Male,No,17496.1,Test
1832733,69.7,8,4,37,45,Female,No,17616.84,Test
12658636,35.6,6,2,12,56,Male,No,7659.35,Test
1054227,100.8,2,3,44,23,Male,No,8828.75,Test
19922455,79.7,2,1,45,41,Male,No,9801.61,Test
18186926,101.4,2,2,3,35,Female,No,17978.54,Test
7015805,42.8,8,1,29,59,Male,Yes,8218.38,Test
27627346,59.3,4,5,55,49,Male,No,3181.84,Test
12773646,29.4,7,4,42,38,Male,No,11705.69,Test
26177497,110.4,6,5,5,61,Female,No,16483.34,Test
9780992,73.6,1,4,15,59,Female,No,12877.81,Test
6057337,15,2,2,34,41,Male,Yes,12540.95,Test
29617114,73.5,2,2,37,29,Female,No,8401.16,Test
7204382,38,2,3,17,61,Female,No,0,Test
24524263,86.9,3,2,14,43,Male,No,16837.32,Test
22682181,58.7,7,1,33,33,Male,No,21320.58,Test
27864199,63.2,1,1,28,46,Male,No,11312.35,Test
974025,93.7,6,3,59,49,Male,No,22095.36,Test
18041776,35,6,1,9,48,Male,No,894.19,Test
11034570,41.8,6,3,5,49,Female,No,1437.8,Test
11870456,103,7,4,34,59,Female,No,16869.06,Test
22146789,64.6,2,2,46,60,Female,No,11835.28,Test
19620249,42,3,0,47,58,Male,No,11414.95,Test
18851403,53,3,2,44,45,Female,No,5498.7,Test
10767329,110.8,4,2,22,41,Female,No,21679.02,Test
5949916,38.9,2,5,30,47,Female,No,8486.37,Test
11969116,126.8,7,3,33,58,Male,No,17531.32,Test
10118438,37.5,7,4,9,65,Female,No,12311.64,Test
18691230,54.7,7,1,38,43,Male,No,10971.35,Test
5894242,39.5,5,1,30,50,Male,No,5884.76,Test
10305599,42.4,3,3,53,43,Male,No,457.85,Test
12359056,109.4,8,2,55,54,Male,No,23445.02,Test
15420955,44.2,1,1,60,29,Male,No,7090,Test
20814086,89.4,6,3,31,27,Male,Yes,17353.4,Test
28376508,83.5,4,0,24,39,Male,No,9952.06,Test
7529301,103.1,7,0,43,35,Male,No,8190.01,Test
3506455,34.2,4,3,10,43,Male,No,1755.55,Test
15389626,49.6,2,2,14,45,Female,Yes,6955.15,Test
7062907,73.6,1,4,53,55,Male,No,10920.74,Test
1415789,50.7,2,4,41,53,Male,No,6927.88,Test
26834719,40.2,6,2,4,49,Female,No,5190.53,Test
28572833,40.3,1,1,8,29,Female,No,4054.22,Test
2593979,84.2,2,5,11,48,Male,No,9930.44,Test
14233692,103.6,6,1,51,46,Female,No,16268.68,Test
8995644,41.5,7,1,48,44,Male,No,14265.6,Test
10309597,72.4,6,4,50,41,Male,No,15821.29,Test
20551101,47.3,8,4,53,52,Female,Yes,7427.1,Test
23770341,94.3,4,1,19,34,Female,No,18663.35,Test
23782440,95.8,3,4,11,42,Male,No,15504.96,Test
26742313,56.5,8,3,5,23,Male,No,17875.52,Test
17321254,39,6,3,25,52,Female,No,1991.63,Test
631971,109,6,4,37,44,Female,No,20101.35,Test
17978590,46.3,7,1,8,67,Male,Yes,1637.05,Test
18795681,10.4,6,1,4,47,Female,No,7419.21,Test
22154818,42.2,8,2,50,46,Male,No,10123.45,Test
8461535,90.4,5,1,47,40,Female,No,7241.72,Test
7404539,97.4,4,4,19,48,Male,No,22520.17,Test
9470468,44.2,5,1,28,39,Male,No,4399.27,Test
2452412,19.3,6,1,17,41,Male,No,8310.56,Test
9533982,49.8,3,5,57,27,Female,No,9341.63,Test
8663130,72.3,3,1,28,49,Female,No,17600.46,Test
1135376,41.2,2,5,61,48,Male,Yes,1799.4,Test
7723099,28.5,2,1,16,49,Male,No,9931.14,Test
4112031,29.3,1,2,5,34,Male,No,11343.02,Test
7783412,73.6,7,4,32,48,Female,Yes,9334.73,Test
9733077,84.8,2,3,18,45,Male,No,17703.61,Test
21483248,56.2,3,3,11,50,Female,Yes,3837.89,Test
25233667,76.4,7,3,3,30,Female,Yes,12528.27,Test
22932634,48.7,3,1,10,50,Female,No,4105.29,Test
14241379,78.4,2,4,9,66,Female,No,2800.94,Test
14710317,22.9,8,4,43,49,Female,No,0,Test
8807967,34,2,0,52,28,Male,No,9302.29,Test
20026416,58.2,6,4,51,45,Male,No,3179.37,Test
26255749,89.4,6,3,14,35,Female,No,10780.59,Test
23090013,117.1,5,3,53,41,Female,No,22836.44,Test
24658569,45,3,2,55,41,Male,No,14862.21,Test
24503862,112.8,4,1,57,59,Male,No,18835.45,Test
17159900,107,3,4,11,46,Female,No,22781.21,Test
6512276,69,4,4,54,34,Female,No,13327.16,Test
23947401,51,6,2,49,28,Female,No,7472.11,Test
2922179,93.5,4,2,8,46,Female,No,11633.87,Test
17491375,31.5,4,5,39,59,Female,No,5466.17,Test
1094848,116.2,7,2,60,69,Female,Yes,21360.86,Test
2445145,40.6,1,1,26,33,Female,No,6269.46,Test
9290268,67.2,4,2,43,29,Female,No,9613.52,Test
3554861,83.7,3,0,19,48,Female,No,14783.05,Test
9833799,79.5,4,1,59,56,Female,No,13826.17,Test
2793874,87.4,3,5,44,40,Female,No,6921.3,Test
4503041,39.6,7,5,32,43,Female,No,6569.33,Test
21172350,78.3,4,1,5,55,Male,No,14584.84,Test
912570,13.4,7,1,28,55,Female,No,6147.07,Test
17847417,51.2,3,4,60,48,Male,No,7587.5,Test
26640861,88.5,1,4,56,46,Male,No,8738.36,Test
22220402,29.5,2,3,59,24,Male,No,6974.6,Test
395301,117.9,1,4,25,44,Female,No,17186.47,Test
29181891,98.4,4,3,20,45,Female,No,14249.69,Test
21754536,81.4,7,5,8,50,Female,No,12701.89,Test
20690453,28.8,7,0,40,50,Male,No,15582.85,Test
9872067,86.4,6,0,17,44,Male,No,19962.07,Test
15757044,118.3,7,2,11,41,Female,No,16164.46,Test
3615262,92,6,4,29,64,Female,No,21223.31,Test
23131012,83.1,3,4,40,39,Male,No,19323.83,Test
20170626,30.7,3,0,49,50,Male,No,358.13,Test
4905972,57.7,8,4,1,44,Male,No,14897.48,Test
913636,59.5,1,5,10,46,Female,No,0,Test
29504096,13.7,7,1,13,29,Female,No,4620.95,Test
7604745,54.4,1,2,39,64,Male,No,10485.52,Test
24376870,124.8,4,2,34,28,Male,No,22719.58,Test
11772012,84.6,1,3,58,34,Male,No,11455.7,Test
17428987,117.3,4,3,45,53,Female,No,6726.45,Test
10024843,28.6,5,1,53,40,Female,No,12072.45,Test
753922,67.4,7,2,11,44,Male,No,10335.86,Test
24753187,120.2,4,2,11,42,Male,No,22637.06,Test
16835064,39.6,2,2,7,37,Male,No,1371.8,Test
19207809,19.7,8,5,49,56,Female,No,1427.95,Test
